3At_あ.wav,563,691,1247,1748,2260,2751,3267,4043,4420
3At_い.wav,0,0,0,0,0,0,0,0,0
3At_いぇ.wav,0,0,0,0,0,0,0,0,0
3At_う.wav,0,0,0,0,0,0,0,0,0
3At_ヴぁ.wav,0,0,0,0,0,0,0,0,0
3At_うぃ.wav,0,0,0,0,0,0,0,0,0
3At_ヴぃ.wav,0,0,0,0,0,0,0,0,0
3At_うぇ.wav,0,0,0,0,0,0,0,0,0
3At_ヴぇ.wav,0,0,0,0,0,0,0,0,0
3At_うぉ.wav,0,0,0,0,0,0,0,0,0
3At_ヴぉ.wav,0,0,0,0,0,0,0,0,0
3At_ヴん.wav,0,0,0,0,0,0,0,0,0
3At_え.wav,0,0,0,0,0,0,0,0,0
3At_お.wav,297,491,990,1485,2037,2539,2987,3932,4361
3At_か.wav,0,0,0,0,0,0,0,0,0
3At_が.wav,0,0,0,0,0,0,0,0,0
3At_き.wav,0,0,0,0,0,0,0,0,0
3At_ぎ.wav,0,0,0,0,0,0,0,0,0
3At_きぇ.wav,0,0,0,0,0,0,0,0,0
3At_ぎぇ.wav,0,0,0,0,0,0,0,0,0
3At_きゃ.wav,0,0,0,0,0,0,0,0,0
3At_ぎゃ.wav,0,0,0,0,0,0,0,0,0
3At_きゅ.wav,0,0,0,0,0,0,0,0,0
3At_ぎゅ.wav,0,0,0,0,0,0,0,0,0
3At_きょ.wav,0,0,0,0,0,0,0,0,0
3At_ぎょ.wav,0,0,0,0,0,0,0,0,0
3At_く.wav,0,0,0,0,0,0,0,0,0
3At_ぐ.wav,0,0,0,0,0,0,0,0,0
3At_くぁ.wav,0,0,0,0,0,0,0,0,0
3At_ぐぁ.wav,0,0,0,0,0,0,0,0,0
3At_くぃ.wav,0,0,0,0,0,0,0,0,0
3At_ぐぃ.wav,0,0,0,0,0,0,0,0,0
3At_くぇ.wav,0,0,0,0,0,0,0,0,0
3At_くぉ.wav,0,0,0,0,0,0,0,0,0
3At_ぐぉ.wav,0,0,0,0,0,0,0,0,0
3At_け.wav,0,0,0,0,0,0,0,0,0
3At_げ.wav,0,0,0,0,0,0,0,0,0
3At_こ.wav,0,0,0,0,0,0,0,0,0
3At_ご.wav,0,0,0,0,0,0,0,0,0
3At_さ.wav,0,0,0,0,0,0,0,0,0
3At_ざ.wav,0,0,0,0,0,0,0,0,0
3At_し.wav,0,0,0,0,0,0,0,0,0
3At_じ.wav,0,0,0,0,0,0,0,0,0
3At_しぇ.wav,0,0,0,0,0,0,0,0,0
3At_じぇ.wav,0,0,0,0,0,0,0,0,0
3At_しゃ.wav,0,0,0,0,0,0,0,0,0
3At_じゃ.wav,0,0,0,0,0,0,0,0,0
3At_しゅ.wav,0,0,0,0,0,0,0,0,0
3At_じゅ.wav,0,0,0,0,0,0,0,0,0
3At_しょ.wav,0,0,0,0,0,0,0,0,0
3At_じょ.wav,0,0,0,0,0,0,0,0,0
3At_す.wav,0,0,0,0,0,0,0,0,0
3At_ず.wav,0,0,0,0,0,0,0,0,0
3At_すぃ.wav,0,0,0,0,0,0,0,0,0
3At_ずぃ.wav,0,0,0,0,0,0,0,0,0
